Body,Score,ParentId
"<p>This is (of course) totally VM-dependent.</p>

<p>Browsing through the source code of OpenJDK 7 and 8 <a href=""http://hg.openjdk.java.net/jdk7/jdk7/jdk/file/tip/src/share/classes/java/util/ArrayList.java#l190"" rel=""noreferrer""><code>java.util.ArrayList</code></a>, <a href=""http://hg.openjdk.java.net/jdk7/jdk7/jdk/file/tip/src/share/classes/java/util/Hashtable.java#l367"" rel=""noreferrer""><code>.Hashtable</code></a>, <a href=""http://hg.openjdk.java.net/jdk7/jdk7/jdk/file/tip/src/share/classes/java/util/AbstractCollection.java#l193"" rel=""noreferrer""><code>.AbstractCollection</code></a>,  <a href=""http://hg.openjdk.java.net/jdk7/jdk7/jdk/file/tip/src/share/classes/java/util/PriorityQueue.java#l263"" rel=""noreferrer""><code>.PriorityQueue</code></a>, and <a href=""http://hg.openjdk.java.net/jdk7/jdk7/jdk/file/tip/src/share/classes/java/util/Vector.java#l245"" rel=""noreferrer""><code>.Vector</code></a>, you can see this <strong>claim</strong> being repeated:</p>

<blockquote>
<pre><code>/**
 * Some VMs reserve some header words in an array.
 * Attempts to allocate larger arrays may result in
 * OutOfMemoryError: Requested array size exceeds VM limit
 */
private static final int MAX_ARRAY_SIZE = Integer.MAX_VALUE - 8;
</code></pre>
</blockquote>

<p>which is added by Martin Buchholz (Google) <a href=""http://hg.openjdk.java.net/jdk7/jdk7/jdk/rev/ec45423a4700#l3.1"" rel=""noreferrer"">on 2010-05-09</a>; reviewed by Chris Hegarty (Oracle).</p>

<p>So,  <em>probably</em>  we can say that the maximum ""safe"" number would be  <strong>2 147 483 639</strong> (<code>Integer.MAX_VALUE - 8</code>) and ""attempts to allocate larger arrays may result in <a href=""https://docs.oracle.com/javase/8/docs/api/java/lang/OutOfMemoryError.html"" rel=""noreferrer"">OutOfMemoryError</a>"".</p>

<p>(Yes, Buchholz's standalone claim does not include backing evidence, so this is a calculated <a href=""https://yourlogicalfallacyis.com/appeal-to-authority"" rel=""noreferrer"">appeal to authority.</a> Even within OpenJDK itself, we can see code like <a href=""http://hg.openjdk.java.net/jdk7/jdk7/jdk/rev/ec45423a4700#l4.50"" rel=""noreferrer""><code>return (minCapacity &gt; MAX_ARRAY_SIZE) ? Integer.MAX_VALUE : MAX_ARRAY_SIZE;</code></a> which shows that <code>MAX_ARRAY_SIZE</code> does not yet have a <em>real</em> use.)</p>
","131","3038392"
"<p>The problem with other proposed solutions is that they will either drop characters that cannot be directly mapped to ASCII, or replace them with a marker character like <code>?</code>. </p>

<p>You might desire to have for example accented characters converted to that same character without the accent. There are a couple of tricks to do this (including building a static mapping table yourself or leveraging existing 'normalization' defined for unicode), but those methods are far from complete.</p>

<p>Your best bet is using the <a href=""http://www.ippatsuman.com/projects/junidecode/index.html"" rel=""noreferrer"">junidecode</a> library, which cannot be complete either but incorporates a lot of experience in the most sane way of transliterating Unicode to ASCII.</p>
","5","5688042"
"<p>If you happen to need this in Android and want to make it work with anything older than FroYo, you can also use <a href=""http://developer.android.com/reference/org/apache/http/util/EncodingUtils.html#getAsciiBytes%28java.lang.String%29"" rel=""nofollow"">EncodingUtils.getAsciiBytes()</a>:</p>

<pre><code>byte[] bytes = EncodingUtils.getAsciiBytes(""ASCII Text"");
</code></pre>
","4","5688042"
"<p>Use vanilla Java's <code>DataInputStream</code> and its <code>readFully</code> Method (exists since at least Java 1.4):</p>

<pre><code>...
byte[] bytes = new byte[(int) file.length()];
DataInputStream dis = new DataInputStream(new FileInputStream(file));
dis.readFully(bytes);
...
</code></pre>

<p>There are some other flavors of this method, but I use this all the time for this use case.</p>
","136","1264709"
"<p>Sometimes it is useful, in case you know an upper bound of the objects your application needs,
to declare the size of an array as</p>

<pre><code>static final int ARRAY_SIZE = 1000;
</code></pre>

<p>This goes near the beginning of the class so it can be easily changed.
In the main code instantiate the array with</p>

<pre><code>Object[] objects = new Object[ARRAY_SIZE];
</code></pre>

<p>Also in case the array you want to use has the same size as another array consider using</p>

<pre><code>Object[] objects = new Object[other_objects.length];
</code></pre>
","0","7584467"
"<p>If you are a <a href=""/questions/tagged/guava"" class=""post-tag"" title=""show questions tagged &#39;guava&#39;"" rel=""tag"">guava</a> user there is a handy <a href=""https://google.github.io/guava/releases/19.0/api/docs/com/google/common/base/Charsets.html"" rel=""nofollow noreferrer""><code>Charsets</code></a> class:</p>

<pre><code>String s = ""Hello, world!"";
byte[] b = s.getBytes(Charsets.US_ASCII);
</code></pre>

<p>Apart from not hard-coding arbitrary charset name in your source code it has a much bigger advantage: <a href=""http://docs.guava-libraries.googlecode.com/git/javadoc/com/google/common/base/Charsets.html#US_ASCII"" rel=""nofollow noreferrer""><code>Charsets.US_ASCII</code></a> is of <code>Charset</code> type (not <code>String</code>) so you avoid checked <a href=""http://docs.oracle.com/javase/7/docs/api/java/io/UnsupportedEncodingException.html"" rel=""nofollow noreferrer""><code>UnsupportedEncodingException</code></a> thrown only from <a href=""http://docs.oracle.com/javase/7/docs/api/java/lang/String.html#getBytes(java.lang.String)"" rel=""nofollow noreferrer""><code>String.getBytes(String)</code></a>, but not from <a href=""http://docs.oracle.com/javase/7/docs/api/java/lang/String.html#getBytes(java.nio.charset.Charset)"" rel=""nofollow noreferrer""><code>String.getBytes(Charset)</code></a>.</p>

<p>In Java 7 there is equivalent <a href=""http://docs.oracle.com/javase/7/docs/api/java/nio/charset/StandardCharsets.html"" rel=""nofollow noreferrer""><code>StandardCharsets</code></a> class.</p>
","23","5688042"
"<p>Try this:</p>

<pre><code>/**
 * @(#)demo1.java
 *
 *
 * @author 
 * @version 1.00 2012/8/30
 */

import java.util.*;

public class demo1 
{
    Scanner s=new Scanner(System.in);

    String str;
    int key;

    void getdata()
    {
        System.out.println (""plase enter a string"");
        str=s.next();
        System.out.println (""plase enter a key"");
        key=s.nextInt();
    }

    void display()
    {
        char a;
        int j;
        for ( int i = 0; i &lt; str.length(); ++i )
        {

            char c = str.charAt( i );
            j = (int) c + key;
            a= (char) j;

            System.out.print(a);  
        }

        public static void main(String[] args)
        {
            demo1 obj=new demo1();
            obj.getdata();
            obj.display();
        }
    }
}
</code></pre>
","-2","5688042"
"<p>i´m not sure if it is <code>length()</code> or <code>size()</code>.... but the idea is the next:</p>

<pre><code>ArrayList&lt;Object&gt; a;

for(int i = 0;i &lt; Vector.length() ; i++)

    a.add(Vector.elementAt(i); // Again... i´m not sure if this is elementAt() or get()

Vector.finalize();
</code></pre>
","0","3440082"
"<p>If you don't use a fancy encoding all uppercase letters will have values from 65 to 90 and all lowercase letters are between 97 and 122. (See <a href=""http://www.asciitable.com/"" rel=""nofollow"">ASCII Encoding</a>). All bytes with other values are not letters of the alphabet.</p>
","0","13210293"
"<p>If you wanna maintain the same order in your list, say:
your Map looks like:</p>

<pre><code>map.put(1, ""msg1"")
map.put(2, ""msg2"")
map.put(3, ""msg3"")
</code></pre>

<p>and you want your list looks like</p>

<pre><code>[""msg1"", ""msg2"", ""msg3""]   // same order as the map
</code></pre>

<p>you will have to iterate through the Map:</p>

<pre><code>// sort your map based on key, otherwise you will get IndexOutofBoundException
Map&lt;String, String&gt; treeMap = new TreeMap&lt;String, String&gt;(map)

List&lt;String&gt; list = new List&lt;String&gt;();
for (treeMap.Entry&lt;Integer, String&gt; entry : treeMap.entrySet()) {
    list.add(entry.getKey(), entry.getValue());
}  
</code></pre>
","1","5483330"
"<p>I tried to edit @numan's answer with a fix for writing garbage data but edit was rejected. While this short piece of code is nothing brilliant I can't see any other better answer. Here's what makes most sense to me:</p>

<pre><code>ByteArrayOutputStream out = new ByteArrayOutputStream();
byte[] buffer = new byte[1024]; // you can configure the buffer size
int length;

while ((length = in.read(buffer)) != -1) out.write(buffer, 0, length); //copy streams
in.close(); // call this in a finally block

byte[] result = out.toByteArray();
</code></pre>

<p>btw ByteArrayOutputStream need not be closed. try/finally constructs omitted for readability</p>
","1","1264709"
"<p>No, you need to use <code>Collections</code> to use binary search, usually after sorting it.  An <code>ArrayList</code> doesn't know anything about its ordering, and you have to know a list is sorted before you can use binary search.</p>

<p>Alternately, you could use <code>TreeSet</code>, which is as efficient as using a binary search.</p>
","9","16109517"
"<p>No, it doesn't use binary search as lists don't have to be sorted.</p>

<p>Use the utility methods of the Collections class to first sort the list and then to perform a binary search.</p>
","1","16109517"
"<p>No, it would mean adding a overhead at each insertion so it's not included.</p>

<p>Here's the source code : it just tests all values :</p>

<pre><code>218     public boolean contains(Object o) {
219         return indexOf(o) &gt;= 0;
220     }

229     public int indexOf(Object o) {
230         if (o == null) {
231             for (int i = 0; i &lt; size; i++)
232                 if (elementData[i]==null)
233                     return i;
234         } else {
235             for (int i = 0; i &lt; size; i++)
236                 if (o.equals(elementData[i]))
237                     return i;
238         }
239         return -1;
240     }
</code></pre>
","1","16109517"
"<p>No, you need to use Collections to use binary search, usually after sorting it. </p>
","-2","16109517"
"<p>Try the <a href=""http://docs.oracle.com/javase/1.5.0/docs/api/java/util/Arrays.html#deepToString%28java.lang.Object%5B%5D%29"">Arrays.deepToString</a> method.</p>

<p>Returns a string representation of the ""deep contents"" of the specified
     array.  If the array contains other arrays as elements, the string
     representation contains their contents and so on.  This method is
     designed for converting multidimensional arrays to strings</p>
","10","5283444"
"<p>If you know how much elements the array has, a simple way is doing this:</p>

<pre><code>String appendedString = """" + array[0] + """" + array[1] + """" + array[2] + """" + array[3]; 
</code></pre>
","-21","5283444"
"<pre><code>public static byte[] getBytesFromInputStream(InputStream is) throws IOException {
    ByteArrayOutputStream os = new ByteArrayOutputStream(); 
    byte[] buffer = new byte[0xFFFF];
    for (int len = is.read(buffer); len != -1; len = is.read(buffer)) { 
        os.write(buffer, 0, len);
    }
    return os.toByteArray();
}
</code></pre>
","44","1264709"
